OutageID,ResourceID,WebURL,Subject,Content,OutageStart,OutageEnd,SiteID
6025,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6025,"TACC Resources Return to Production","Ranch and FutureGrid remain unavailable due to the chilled water maintenance at the J.J. Pickle research campus.",2012-10-15T04:30:00Z,2012-10-15T18:00:00Z,tacc.teragrid.org
6028,gateways.xes.xsede.org,https://www.xsede.org/news/-/news/item/6028,"Gateway Hosting Storage issue","We experienced an outage for a few hosted gateways between 2:08am EDT and 8:37am EDT due to an issue with the storage system.  Most users were not affected and all services have been restored at this time.",2012-10-16T06:08:00Z,2012-10-16T12:37:00Z,xes.xsede.org
6012,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6012,"SDSC Gordon back in production","We will be performing hardware maintenance on the NFS, and Lustre filesystems of SDSC Trestles and Gordon starting 6AM (PT), Monday, 10/22/2012 and ending Noon (PT), Tuesday, 10/23/2012. We have a reservation in place to prevent jobs from running during this filesystem maintenance period. We will bring systems back online and post news as the maintenance on the associated filesystems is completed. 

Users are also reminded to clean up any files that are not required on both systems. This helps keep filesystem usage levels in control and improves the overall performance. Additionally, please keep in mind the Lustre filesystems are not backed up and users are requested to back up any files that are critical. Please email help@xsede.org if you have any questions.",2012-10-22T13:00:00Z,2012-10-23T08:00:00Z,sdsc.teragrid.org
6033,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6033,"NICS: HPSS Maintenance Thursday 10/24 from 8 am - 11 am","The NICS archival resource, HPSS, will be down for preventive maintenance on Wednesday October 24, from 8 am to 11 am.",2012-10-24T12:00:00Z,2012-10-24T15:00:00Z,nics.teragrid.org
6041,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6041,"Keeneland PM - 10/30 from 8 am to 5 pm","Keeneland will be down for preventive maintenance on Tuesday October 30, from 8 am to 5 pm.",2012-10-30T12:00:00Z,2012-10-30T21:00:00Z,gatech.teragrid.org
6039,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6039,"NICS: Kraken PM Thursday 11/1 from 8 am to 5 pm","Kraken will be down for preventive maintenance on Thursday November 1, from 8 am until 5 pm.",2012-11-01T12:00:00Z,2012-11-01T21:00:00Z,nics.teragrid.org
6042,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6042,"Ranch System Maintenance 11/6","Ranch, the TACC storage facility, will not be available from 9 a.m. to 5 p.m. (CT) on Tuesday, 6 November 2012.

System maintenance will be performed during this time.


Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

https://portal.xsede.org/help-desk",2012-11-06T15:00:00Z,2012-11-06T15:00:00Z,tacc.teragrid.org
6049,general-user-news.xes.xsede.org,https://www.xsede.org/news/-/news/item/6049,"MyProxy Service available again.","XSEDE MyProxy service is unavailable due to a system hardware failure.  Repairs are ongoing and status updates will be posted as available.",2012-11-06T15:00:00Z,2012-11-06T15:00:00Z,xes.xsede.org
6048,data-supercell.psc.teragrid.org,https://www.xsede.org/news/-/news/item/6048,"Data Supercell Maintenance","The Data Supercell will be unavailable from 9AM-5PM on Wednesday, November 7 due to scheduled maintenance.",2012-11-07T14:00:00Z,2012-11-06T22:00:00Z,psc.teragrid.org
6055,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6055,"NICS: HPSS Maintenance - Wednesday 11/14 from 8 am - 2 pm","The NICS archival storage system, HPSS, will be down for maintenance on Wednesday November 14, from 8 am until 2 pm.",2012-11-14T13:00:00Z,2012-11-14T19:00:00Z,nics.teragrid.org
6060,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6060,"SDSC Gordon back in production","We are currently experiencing some network problems which have made Gordon inaccessible. The network issue is currently being looked at and we will update once access is restored. Please email help@xsede.org if you have any questions.",2012-11-18T18:00:00Z,2012-11-18T22:00:00Z,sdsc.teragrid.org
6063,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6063,"NICS: HPSS Maintenance - Wednesday 11/21 from 7:30 am - 2 pm","The NICS archival system, HPSS, will be down on Wednesday November 21, from 7:30 am until 2 pm.",2012-11-21T12:30:00Z,2012-11-21T19:00:00Z,nics.teragrid.org
6065,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6065,"Gordon and Trestles external connectivity: Resolved","Gordon and Trestles are currently experiencing problems with external connectivity related to a failed switch component.  The suspect part is being replaced now and an update will be posted when additional information is available.

This should not impact running jobs.  If you have and questions, please submit a ticket to the XSEDE help desk.  Thank you.

User Services",2012-11-21T21:51:00Z,2012-11-21T23:00:00Z,sdsc.teragrid.org
6072,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6072,"NICS: HPSS Emergency Maintenance - 11/29 8 am  - 11 am","The NICS archival storage system, HPSS, will be down for emergency maintenance from 8:00 AM to 10:00 AM on Thursday, November 29th.

HPSS will be returned to service as soon as the network maintenance is complete.",2012-11-29T13:00:00Z,2012-11-29T16:00:00Z,nics.teragrid.org
6076,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6076,"Keeneland PM - 12/4 from 8 am to 6 pm","Keeneland will be down for preventive maintenance (PM) on Tuesday December 4, from 8 am until 6 pm.",2012-12-04T13:00:00Z,2012-12-03T23:00:00Z,gatech.teragrid.org
6078,networking.xes.xsede.org,https://www.xsede.org/news/-/news/item/6078,"IU Network Maintenance","IU wil be making routing changes at 9:00am EST, until the new routing information is propagated connectivity may be lost.  It is expected that this should take no more than 30 minutes; however, routes to the Xsede network will take longer to update.",2012-12-04T14:00:00Z,2012-12-04T19:20:00Z,xes.xsede.org
6078,gateways.xes.xsede.org,https://www.xsede.org/news/-/news/item/6078,"IU Network Maintenance","IU wil be making routing changes at 9:00am EST, until the new routing information is propagated connectivity may be lost.  It is expected that this should take no more than 30 minutes; however, routes to the Xsede network will take longer to update.",2012-12-04T14:00:00Z,2012-12-04T19:20:00Z,xes.xsede.org
6090,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6090,"GA Tech: Keeneland PM Tuesday 12/11- 8 am to 5 pm","There will be preventive maintenance on Keeneland from 8 am to 5 pm on Tuesday, December 11.",2012-12-11T13:00:00Z,2012-12-11T22:00:00Z,gatech.teragrid.org
6091,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6091,"NICS: HPSS PM Wednesday 12/12 - 8 am to 1 pm","The NICS archival storage system, HPSS, will be down for preventive maintenance from 8 am until 1 pm on Wednesday, December 12.",2012-12-12T13:00:00Z,2012-12-12T18:00:00Z,nics.teragrid.org
6099,data-supercell.psc.teragrid.org,https://www.xsede.org/news/-/news/item/6099,"PSC File Archiver Data Supercell Maintenance","The DSC is currently unavailable.  We are investigating the problem and hope to return the system to service shortly.",2012-12-18T16:47:00Z,2012-12-18T19:00:00Z,psc.teragrid.org
6101,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6101,"Ranch Status 12/19","Ranch was unavailable from 8:00am to 9:30am (CT) 19 December, 2012.

TACC staff are continuing to monitor Ranch.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

https://portal.xsede.org/help-desk",2012-12-19T14:00:00Z,2012-12-19T15:30:00Z,tacc.teragrid.org
6088,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6088,"SDSC Gordon: Preventive Maintenance scheduled 9AM-1PM (PT), 12/20/2012","SDSC Gordon will be unavailable 9AM-1PM (PT) on Thursday, 12/20/2012. During this time we will perform preventive maintenance on the /oasis/scratch filesystem and there will be a system reservation in place. Please email help@xsede.org if you have any questions.",2012-12-20T17:00:00Z,2012-12-20T21:00:00Z,sdsc.teragrid.org
6109,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6109,"SDSC Gordon access issues resolved","SDSC Gordon is currently inaccessible due to issues on the login nodes. We are looking into the problem and will update as soon as it is resolved. Please email help@xsede.org if you have any questions.",2013-01-01T14:15:00Z,2013-01-01T19:00:00Z,sdsc.teragrid.org
6106,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6106,"Ranch in Production","Ranch, the TACC archival facility, will not be available from 8 a.m. (CT) on Wednesday, 2 January 2013, to 5 p.m. on Sunday, 6 January 2013.

Several upgrades to the Ranch infrastructure will be accomplished within this window that will result in improved overall performance of the facility. Upgrades will include the following:

* The Ranch disk cache will grow from 150 TB to 600 TB;
* Replacement of the hardware supporting the login nodes;
* Replacement of the hardware supporting the high-speed file transfer gridftp nodes; and
* Operating system upgrade.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-01-02T14:00:00Z,2013-01-14T22:30:00Z,tacc.teragrid.org
6110,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6110,"Stampede Status 1/7","Stampede is currently in maintenance mode to make final preparations for full production.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

https://portal.xsede.org/help-desk",2013-01-07T16:40:00Z,2013-01-08T04:00:00Z,tacc.teragrid.org
6120,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6120,"Stampede System Maintenance 1/15","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 15 January 2013.

Full system tests and installation of additional software will be performed at this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-01-15T14:00:00Z,2013-01-16T01:30:00Z,tacc.teragrid.org
6125,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6125,"Stampede System Maintenance 1/22","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 22 January 2013.

Full system tests and installation of additional software will be performed at this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

https://portal.xsede.org/help-desk",2013-01-22T14:00:00Z,2013-01-24T03:30:00Z,tacc.teragrid.org
6140,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6140,"Stampede System Maintenance 1/29","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 29 January 2013.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-01-29T14:00:00Z,2013-01-30T01:30:00Z,tacc.teragrid.org
6146,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6146,"NICS: HPSS PM - Wednesday 1/30 from 8 am to 10 am","The NICS mass storage system, HPSS, will be down for preventive maintenance on Wednesday January 30, from 8 am to 10 am.",2013-01-30T13:00:00Z,2013-01-30T15:00:00Z,nics.teragrid.org
6149,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6149,"Ranch Status 1/30","Ranch has been unavailable since approximately 12:30 p.m. (CT) on Wednesday, 30 January 2013.

TACC staff members are working on the hardware problem and will restore full access as soon as possible.

An update to this announcement will be posted when full access is restored.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-01-30T18:30:00Z,2013-01-30T23:30:00Z,tacc.teragrid.org
6152,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6152,"Ranch Status 1/31","Ranch has been unavailable since approximately 2:30 p.m. (CT) on Thursday, 31 January 2013.

TACC staff members are working on a hardware problem and will restore full access as soon as possible.

An update to this announcement will be posted when full access is restored.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-01-31T20:30:00Z,2013-01-31T23:00:00Z,tacc.teragrid.org
6155,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6155,"SDSC Trestles, Gordon: Short network maintenance, 3-4 PM (PT), 02/01/2013","SDSC will be performing emergency maintenance on some network components 3-4 PM (PT) on 02/01/2013. During this time SDSC Trestles and Gordon will be inaccessible to users and remote data movement (gridftp servers) will be impacted. Please note that the maintenance will not impact any running jobs on the machines. Please email help@xsede.org if you have any questions.",2013-02-01T23:00:00Z,2013-02-02T00:00:00Z,sdsc.teragrid.org
6161,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6161,"Keeneland PM: 2/5/2013 Tuesday from 8 am until 5 pm","Keeneland will be down for preventive maintenance from 8 am until 5 pm on Tuesday February 5.",2013-02-05T13:00:00Z,2013-02-06T22:00:00Z,gatech.teragrid.org
6153,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6153,"Ranch System Maintenance 2/5","Ranch, the TACC storage facility, will not be available from 9 a.m. to 5 p.m. (CT) on Tuesday, 5 February 2013.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-02-05T15:00:00Z,2013-02-11T17:30:00Z,tacc.teragrid.org
6162,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6162,"Stampede Status 2/5","Stampede has not been available since approximately 10 a.m. (CT) on Tuesday, 5 February 2013.

TACC staff are investigating a file system problem and will restore access to the system as soon as possible.

This posting will be updated when Stampede is back in full production.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-02-05T16:00:00Z,2013-02-05T17:30:00Z,tacc.teragrid.org
6142,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6142,"SDSC Trestles, Gordon: Network switch maintenance 8AM-Noon (PT), 02/11/2013","SDSC will be performing maintenance on network switches between 8AM and noon (PT) on Monday, 11 February 2013. This will impact the data oasis filesystems so during this time both Trestles and Gordon will be unavailable. We have reservations in place on both machines so jobs will not run during the maintenance. Please email help@xsede.org if you have any questions.",2013-02-11T16:00:00Z,2013-02-11T20:00:00Z,sdsc.teragrid.org
6166,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6166,"Stampede System Maintenance 2/12","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 12 February 2013.

System maintenance will be performed during this time.

We apologize for the late notice.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-02-12T14:00:00Z,2013-02-13T01:30:00Z,tacc.teragrid.org
6172,data-supercell.psc.teragrid.org,https://www.xsede.org/news/-/news/item/6172,"PSC File Archiver Data Supercell Maintenance","The Data Supercell will be unavailable from 7:30AM-5:00PM Eastern Time on Wednesday, February 13 due to scheduled maintenance.",2013-02-13T12:30:00Z,2013-02-13T22:00:00Z,psc.teragrid.org
6178,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6178,"Ranch Status 2/14","Users of the Ranch storage facility are experiencing sluggish performance and intermittent connectivity issues due to a software problem. 

Ranch will be rebooted at 3 p.m. (CT) to improve performance and availability. The system will, however, return to service in a degraded mode to enable staff members to investigate a possible hardware problem.

Please continue to monitor XSEDE User News for Ranch status.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-02-14T21:00:00Z,2013-02-14T21:30:00Z,tacc.teragrid.org
6180,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6180,"Ranch Status 2/15","Ranch has been unavailable since approximately 10:15 a.m. (CT) on Friday, 15 February 2013.

TACC staff members are working on a hardware problem and will restore full access as soon as possible.

An update to this announcement will be posted when full access is restored.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-02-15T16:15:00Z,2013-02-20T00:15:00Z,tacc.teragrid.org
6188,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6188,"Stampede Status 2/20","The Stampede $WORK file system has been unavailable since approximately 5 a.m. (CT) on Wednesday, 20 February 2013. TACC staff members are working on the problem and will restore the file system to full production as soon as possible.

An update to this announcement will be posted when access to the file system has been restored.

Please submit any questions you may have via the XSEDE User Portal.

https://www.xsede.org/web/xup/help-desk",2013-02-20T11:00:00Z,2013-02-20T15:00:00Z,tacc.teragrid.org
6189,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6189,"Stampede System Maintenance 2/26","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 26 February 2013.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-02-26T14:00:00Z,2013-02-27T01:30:00Z,tacc.teragrid.org
6191,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6191,"NICS: HPSS PM - Wednesday 2/27/2013 from 8 am to 11 am","The NICS mass storage system, HPSS, will be down for preventive maintenance from 8 am until 11 am.",2013-02-27T13:00:00Z,2013-02-25T16:00:00Z,nics.teragrid.org
6198,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6198,"NICS: HPSS PM - Wednesday 3/6/2013 from 8 am to 11 am","The NICS mass storage system, HPSS, will be down for preventive maintenance from 8 am until 11 am.",2013-03-06T13:00:00Z,2013-03-06T16:00:00Z,nics.teragrid.org
6202,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6202,"SDSC Gordon: Scratch filesystem experiencing problems","We are currently experiencing problems with the Gordon scratch filesystem (/oasis/scratch). We are troubleshooting the issue and will update once the problem is fixed. Please email help@xsede.org if you have any questions.",2013-03-07T19:15:00Z,2013-03-08T01:00:00Z,sdsc.teragrid.org
6204,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6204,"Ranch Status 3/10","Ranch is unavailable due to a file system problem on Sunday, 10 March 2013.

TACC staff members are working on the problem and will restore full access as soon as possible.

An update to this announcement will be posted when Ranch is back in production.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-03-10T14:00:00Z,2013-03-12T20:30:00Z,tacc.teragrid.org
6209,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6209,"NICS/GaTech: Keeneland PM","NICS/GaTech Keeneland system will be down for preventive maintenance on Tuesday March 12, from 8 am to 12 pm EST.",2013-03-12T12:00:00Z,2013-03-12T16:00:00Z,gatech.teragrid.org
6203,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6203,"Ranch System Maintenance 3/12","Ranch, the TACC storage facility, will not be available from 9 a.m. to 5 p.m. (CT) on Tuesday, 12 March 2013.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-03-12T14:00:00Z,2013-03-12T20:30:00Z,tacc.teragrid.org
6219,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6219,"Ranch Status 3/18","Ranch is currently unavailable.

TACC staff members are working on the problem and will restore full access as soon as possible.

An update to this announcement will be posted when Ranch is back in production.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-03-18T19:15:00Z,2013-03-19T17:00:00Z,tacc.teragrid.org
6210,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6210,"Stampede System Maintenance 3/19","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 19 March 2013.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-03-19T13:00:00Z,2013-03-20T00:30:00Z,tacc.teragrid.org
6225,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6225,"Lustre Medusa Status 3/20: Keeneland and Nautilus","Dear Users:

Currently the Lustre Medusa file system is experiencing some hardware issues.

The /lustre/medusa/$USER on Keeneland, KIDS and Nautilus has been unavailable since last PM on Tuesday, 19 March 2013. NICS staff members are working on the problem and we estimate the system will be back to normal on Thursday morning, March 21, 2013.

We will keep you posted about our progress on this issue.

Please submit any questions you may have via the help@xsede.org",2013-03-19T13:00:00Z,2013-03-23T18:00:00Z,gatech.teragrid.org
6232,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6232,"Keeneland PM: 3/26 from 8 am to 12 noon","Keeneland will have preventive maintenance on Tuesday March 26, from 8 am until 12 noon.",2013-03-26T12:00:00Z,2013-03-26T16:00:00Z,gatech.teragrid.org
6229,data-supercell.psc.teragrid.org,https://www.xsede.org/news/-/news/item/6229,"Data Supercell Maintenance Tuesday, March 26","There is maintenance scheduled from 8:30AM-5:00PM Eastern Time on Tuesday, March 26 for the Data Supercell.",2013-03-26T12:30:00Z,2013-03-25T21:00:00Z,psc.teragrid.org
6237,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6237,"Ranch Status 3/28","Ranch will be shutdown at 10 a.m. (CT) on Thursday, 28 March 2013, because of an unexpected file system problem.

TACC staff are working on the problem and this posting will be updated when Ranch is back in full production.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-03-28T15:00:00Z,2013-03-28T15:00:00Z,tacc.teragrid.org
6242,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6242,"Keeneland PM","There will a PM for KFS and KIDS on 4/2/13 from 8am to noon EDT.",2013-04-02T12:00:00Z,2013-04-02T16:00:00Z,gatech.teragrid.org
6235,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6235,"Stampede System Maintenance 4/2","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 2 April 2013.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-04-02T13:00:00Z,2013-04-03T00:30:00Z,tacc.teragrid.org
6249,general-user-news.xes.xsede.org,https://www.xsede.org/news/-/news/item/6249,"XSEDE Web Site and User Portal Maintenance","The XSEDE User Portal and XSEDE Web site will undergo system maintenance on Thursday, April 11, 2013 from 5 p.m to 9 p.m. (CT).

Users are expected to experience short interruptions within this window. Services affected during interruptions include user login, password reset, and access to file manager services.

Please submit any questions you may have via the XSEDE help desk at ""help@xsede.org"":mailto:help@xsede.org",2013-04-11T22:00:00Z,2013-04-12T02:00:00Z,xes.xsede.org
6258,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6258,"Ranch Status 4/15","Ranch is currently being rebooted to clear a tape problem.

This posting will be updated when Ranch returns to production.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-04-15T13:45:00Z,2013-04-15T15:30:00Z,tacc.teragrid.org
6260,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6260,"Keeneland PM: 4/16 from 8 am to 12 noon","Keeneland will be down for preventive maintenance on Tuesday April 16, from 8 am until 12 noon.",2013-04-16T12:00:00Z,2013-04-15T16:00:00Z,gatech.teragrid.org
6254,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6254,"Stampede System Maintenance 4/16","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 16 April 2013.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-04-16T13:00:00Z,2013-04-17T00:30:00Z,tacc.teragrid.org
6261,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6261,"Keeneland: /lustre/medusa unavailable","The file system /lustre/medusa is not available on Keeneland KFS due to a problem with InfiniBand. NICS system administrators are working with the vendor to fix the problem.",2013-04-16T19:00:00Z,2013-04-16T22:45:00Z,gatech.teragrid.org
6266,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6266,"Keeneland News: KIDS outage","Due to power work, KIDS will be taking an outage for most of this weekend.  Compute resources will be marked offline Friday afternoon (4/19).  Compute resources should return by noon on Sunday (4/21).

Login resources will still be available for normal user activity such as submitting jobs to the queue and accessing /lustre/medusa/.

The Keeneland System (KFS) will remain online throughout the weekend.",2013-04-19T18:00:00Z,2013-04-22T16:00:00Z,gatech.teragrid.org
6271,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6271,"Keeneland PM 4/23 8am - 3pm Eastern","Keeneland will be down for maintenance on Tuesday, April 23, 2013 from 8 am until 3 pm.",2013-04-23T12:00:00Z,2013-04-23T19:00:00Z,gatech.teragrid.org
6270,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6270,"Ranch Status 4/23","Ranch has been unavailable since approximately noon on Tuesday, 23 April, 2013.

TACC staff members are working on the problem and will restore full access as soon as possible.

An update to this announcement will be posted when Ranch is back in production.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-04-23T17:00:00Z,2013-04-23T19:15:00Z,tacc.teragrid.org
6273,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6273,"Stampede System Maintenance 4/30","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 30 April 2013.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-04-30T13:00:00Z,2013-05-01T00:30:00Z,tacc.teragrid.org
6275,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6275,"Ranch System Maintenance 4/30","Ranch, the TACC storage facility, will not be available from 9:30 a.m. to 5 p.m. (CT) on Tuesday, 30 April 2013.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-04-30T14:30:00Z,2013-05-01T14:15:00Z,tacc.teragrid.org
6281,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6281,"Stampede Status 5/1","Stampede is experiencing problems with file systems as of 5 p.m. (CT) on Wednesday, May 1.

TACC staff are working on the problem and this posting will be updated when the problem is resolved.


Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-05-01T22:00:00Z,2013-05-02T15:00:00Z,tacc.teragrid.org
6280,mason.iu.xsede.org,https://www.xsede.org/news/-/news/item/6280,"Mason System Maintenance 05/07","Mason will be down for system maintenance from 7:00 - 19:00 EDT on Tuesday, 05 May 2013.",2013-05-07T11:00:00Z,2013-05-07T23:00:00Z,iu.teragrid.org
6286,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6286,"Stampede System Maintenance 5/7","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 7 May 2013.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2013-05-07T13:00:00Z,2013-05-08T00:30:00Z,tacc.teragrid.org
6292,data-supercell.psc.teragrid.org,https://www.xsede.org/news/-/news/item/6292,"Data Supercell Maintenance Wednesday, May 8","The Data Supercell will be unavailable from 8:30AM-5:00PM Eastern Time on Wednesday, May 8 due to scheduled maintenance.

http://www.psc.edu/index.php/users/storage-resources#maintenance",2013-05-08T12:30:00Z,2013-05-08T21:00:00Z,psc.teragrid.org
